"Class[Size] ->","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]"
"2000Q1",5.06448929e+01,5.06448929e+01,1.71200000e+02,1.73200000e+01,7.72000000e+00,7.73000000e+00,6.11833515e+01,2.12800000e+01,1.15800000e+01,6.94375000e+00,7.36490000e+03,1.56230000e+04,3.34793000e+04,2.41879000e+04,3.08730000e+03,2.60060000e+03,7.89090000e+03,5.28164666e+01,NaN,NaN,1.63443155e+02,2.00766320e+04,1.27365000e+04,1.45422363e+04,3.08481253e+04,6.61059746e+04,4.77598009e+04,2.51486365e+04,1.55808405e+04,3.96419676e+04,NaN,5.52228081e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.27545000e+04,2.97620000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.27218144e+00,8.27218144e+00,3.37075155e+00,5.46632935e+00,-4.22432498e-01,2.26411500e+00,NaN,2.28532210e+01,1.10274331e+01,1.41270244e+01,2.89266253e+00,1.06017192e+01,5.02717391e+00,6.08135559e+00,-7.36598565e+00,1.18838235e+02,3.75757576e+00,4.64329227e+00,5.72053214e+00,1.02207350e+01,1.15994679e+01,1.55594679e+01,9.49724223e+00,-5.74000000e+00,NaN,NaN,NaN,9.70000000e+00
"2000Q2",5.09673393e+01,5.09673393e+01,1.72400000e+02,1.21700000e+01,7.73000000e+00,7.80000000e+00,6.10791817e+01,2.09200000e+01,1.14500000e+01,7.18000000e+00,7.05200000e+03,1.62071000e+04,3.56786000e+04,2.40380000e+04,3.55480000e+03,2.59470000e+03,7.57890000e+03,5.37707016e+01,NaN,NaN,1.63721905e+02,2.00570310e+04,1.31210000e+04,1.38363118e+04,3.17989917e+04,7.00028695e+04,4.71635371e+04,2.57439375e+04,1.48701111e+04,3.93527135e+04,NaN,5.42228246e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.29185750e+04,2.82860000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.23273882e+00,7.23273882e+00,4.46277910e+00,1.20539412e+01,5.81623060e+00,-6.91271191e-01,NaN,7.14822062e+00,3.96547880e+00,4.81934528e+00,4.40987387e+00,5.02717391e+00,2.57069409e-01,1.63278507e+00,-1.44729982e+00,6.06611382e+01,3.73044525e+00,4.77543183e+00,6.89138704e+00,6.37331112e+00,5.27861296e+00,1.40286130e+01,5.42939430e+00,-7.20000000e-01,NaN,NaN,NaN,9.47000000e+00
"2000Q3",5.09309340e+01,5.09309340e+01,1.73700000e+02,8.95000000e+00,7.80000000e+00,7.73000000e+00,6.00417297e+01,2.05300000e+01,1.10900000e+01,6.80125000e+00,6.97500000e+03,1.68991000e+04,3.75991000e+04,2.51519000e+04,3.42770000e+03,2.59420000e+03,8.18560000e+03,5.25831893e+01,NaN,NaN,1.66550831e+02,2.02347600e+04,1.34240000e+04,1.36950168e+04,3.31804243e+04,7.38237001e+04,4.93843289e+04,2.63572625e+04,1.60719613e+04,3.97298035e+04,NaN,5.58017647e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.30445500e+04,3.01290000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.29179979e+00,4.29179979e+00,5.79546150e+00,2.39002209e+01,1.50778779e+01,3.95912199e+00,NaN,4.30783660e+00,-2.91815845e+00,-9.41677492e-01,5.61207832e+00,2.57069409e-01,7.82268579e-01,-5.83301483e-01,-3.67509429e+00,4.39443887e+01,3.45443716e+00,4.56574061e+00,6.48809432e+00,4.49806088e+00,2.46190568e+00,1.40419057e+01,2.90472125e+00,2.14000000e+00,NaN,NaN,NaN,9.44000000e+00
"2000Q4",5.20074891e+01,5.20074891e+01,1.74000000e+02,7.81000000e+00,7.73000000e+00,7.70000000e+00,6.17618860e+01,2.00500000e+01,1.09800000e+01,6.00000000e+00,8.21420000e+03,1.86518000e+04,3.94974000e+04,2.64399000e+04,4.04400000e+03,2.64370000e+03,8.62960000e+03,5.44499673e+01,NaN,NaN,1.61912154e+02,2.04358010e+04,1.41138000e+04,1.57942638e+04,3.58636810e+04,7.59456007e+04,5.08386397e+04,2.71380146e+04,1.65929949e+04,3.92939582e+04,NaN,5.58869530e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.31380500e+04,3.23750000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.08617066e+00,5.08617066e+00,-7.26060413e+00,1.45307080e+01,1.23430809e+01,4.39964000e+00,NaN,5.18537434e+00,-3.64364375e+00,-1.18094033e+00,6.49052957e+00,7.82268579e-01,-2.59067358e-01,-8.96827034e-01,4.95296047e+00,3.16270938e+01,3.38680927e+00,4.07715845e+00,4.68388634e+00,5.12848149e+00,3.12611366e+00,1.53661137e+01,-9.98974386e-04,3.17000000e+00,NaN,NaN,NaN,9.07000000e+00
"2001Q1",5.33908883e+01,5.33908883e+01,1.76200000e+02,5.40000000e+00,7.70000000e+00,7.80000000e+00,6.28609277e+01,1.95800000e+01,1.05800000e+01,4.66750000e+00,7.80030000e+03,1.85794000e+04,3.96114000e+04,2.69141000e+04,3.27840000e+03,2.62160000e+03,1.05940000e+04,5.50773526e+01,NaN,NaN,1.59081330e+02,2.01863200e+04,1.43049000e+04,1.46097963e+04,3.47988217e+04,7.41913110e+04,5.04095378e+04,2.67927739e+04,1.98423370e+04,3.78085487e+04,NaN,5.76508857e+04,5.48324302e+04,6.41857518e+03,1.41066043e+04,2.47548471e+03,1.55602740e+04,2.43351551e+04,7.00509674e+04,7.08026589e+04,1.32090500e+04,2.96550000e+01,-9.73025804e-01,1.65820890e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.42205793e+00,5.42205793e+00,4.64577420e-01,1.28069254e+01,1.22308710e+01,5.54804839e+00,NaN,2.73508767e+01,-4.62494416e+00,4.39687461e+00,6.53768031e+00,-2.59067358e-01,9.05562743e-01,-2.66871052e+00,4.28064611e+00,-3.59518850e-01,2.92056075e+00,3.56384021e+00,5.50583213e+00,2.24377991e+00,-1.05832133e-01,1.40741679e+01,8.43915661e-01,5.18000000e+00,NaN,NaN,NaN,9.00000000e+00
"2001Q2",5.41762014e+01,5.41762014e+01,1.78000000e+02,4.98000000e+00,7.80000000e+00,7.95000000e+00,6.23401493e+01,1.90300000e+01,9.81000000e+00,4.18375000e+00,7.78760000e+03,1.76270000e+04,4.23385000e+04,2.74762000e+04,4.05050000e+03,2.61890000e+03,1.04427000e+04,5.47703900e+01,NaN,NaN,1.60410267e+02,2.04274200e+04,1.48006000e+04,1.43745774e+04,3.25364266e+04,7.81496283e+04,5.07163649e+04,2.73193757e+04,1.92754378e+04,3.77055229e+04,NaN,5.69809607e+04,5.70711891e+04,6.80586841e+03,1.23310904e+04,-1.35905135e+02,1.71476727e+04,2.54528300e+04,6.65020760e+04,6.69815909e+04,1.32417250e+04,2.76950000e+01,-6.90399754e-01,1.21951853e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.29591835e+00,6.29591835e+00,3.89023877e+00,2.31905120e+00,1.16377499e+01,7.53299693e+00,NaN,2.96253782e+01,-4.18571035e+00,5.08666983e+00,6.11964724e+00,9.05562743e-01,1.92307692e+00,-2.02272150e+00,1.85916923e+00,-2.08937283e+00,3.24825986e+00,2.50143688e+00,6.65839305e+00,1.62044892e+00,-1.67839305e+00,1.23716070e+01,8.32004783e-01,4.83000000e+00,NaN,NaN,NaN,9.22000000e+00
"2001Q3",5.55075931e+01,5.55075931e+01,1.78300000e+02,4.63000000e+00,7.95000000e+00,7.96000000e+00,6.25217462e+01,1.86500000e+01,8.97000000e+00,2.64250000e+00,7.89380000e+03,1.86523000e+04,4.40808000e+04,2.80851000e+04,4.10740000e+03,2.65590000e+03,1.07492000e+04,5.53793745e+01,NaN,NaN,1.59944349e+02,2.11144050e+04,1.54803000e+04,1.42211174e+04,3.36031504e+04,7.94140000e+04,5.05968615e+04,2.78886169e+04,1.93652785e+04,3.80387688e+04,NaN,5.74040473e+04,5.68826615e+04,6.78019621e+03,1.25632597e+04,1.63858490e+03,1.56106580e+04,2.72882014e+04,6.62953908e+04,6.64631457e+04,1.32577750e+04,2.54510000e+01,-3.95124616e-01,1.42018446e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.98601042e+00,8.98601042e+00,3.84154757e+00,1.27402275e+00,7.57250037e+00,2.45529826e+00,NaN,2.04910725e+01,-4.25633786e+00,2.87138333e+00,5.80999026e+00,1.92307692e+00,2.97542044e+00,-3.96664622e+00,5.31764099e+00,-1.55265691e+01,2.64824410e+00,1.63459069e+00,7.20274328e+00,1.14158864e+00,-2.57274328e+00,1.14472567e+01,1.94049159e+00,4.34000000e+00,NaN,NaN,NaN,9.68000000e+00
"2001Q4",5.66413564e+01,5.66413564e+01,1.76700000e+02,4.52000000e+00,7.96000000e+00,7.91000000e+00,6.43297560e+01,1.79000000e+01,8.46000000e+00,2.44250000e+00,9.47590000e+03,2.01126000e+04,4.72282000e+04,3.02819000e+04,4.49150000e+03,2.92500000e+03,9.28150000e+03,5.42738794e+01,NaN,NaN,1.55449058e+02,2.32830000e+04,1.59278000e+04,1.67296488e+04,3.55086836e+04,8.33811247e+04,5.34625262e+04,2.81204424e+04,1.63864367e+04,4.11060072e+04,NaN,5.74924438e+04,6.06162118e+04,7.60715495e+03,1.31957531e+04,-5.46612800e+01,1.66227705e+04,2.91082647e+04,7.11420440e+04,7.12273307e+04,1.32634250e+04,2.09360000e+01,-9.44074920e-02,1.31410918e+04,2.29402493e+05,2.76117948e+04,5.61202107e+04,6.49413753e+04,1.06184451e+05,2.73990478e+05,2.75474726e+05,1.79338252e+05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.91000001e+00,8.91000001e+00,5.92230866e+00,-9.89852291e-01,9.79059215e+00,5.16120519e+00,NaN,-1.24485177e+00,4.61152066e+00,2.87274707e+00,3.62011662e+00,2.97542044e+00,2.72727273e+00,-3.99172975e+00,-3.23393987e-01,-3.53328185e+01,1.55172414e+00,9.54289259e-01,9.03499465e+00,-1.66833224e+00,-4.51499465e+00,8.86500535e+00,2.32517483e+00,3.94000000e+00,NaN,NaN,NaN,9.44000000e+00
"2002Q1",5.82639900e+01,5.82639900e+01,1.78800000e+02,5.25000000e+00,7.91000000e+00,7.90000000e+00,6.57890419e+01,1.72200000e+01,8.01000000e+00,3.00250000e+00,9.34070000e+03,2.05457000e+04,4.82130000e+04,3.05403000e+04,4.00220000e+03,2.92470000e+03,8.10260000e+03,5.20201339e+01,NaN,NaN,1.52000998e+02,2.31343770e+04,1.66516000e+04,1.60316861e+04,3.52631188e+04,8.27492247e+04,5.24171105e+04,2.85795738e+04,1.39067029e+04,3.97061324e+04,NaN,5.36128353e+04,5.61125988e+04,6.61892465e+03,1.42985282e+04,1.19699547e+02,1.72251568e+04,2.38220064e+04,7.21455643e+04,7.20869811e+04,1.33073250e+04,2.22110000e+01,1.70933937e-01,1.44182277e+04,2.30682661e+05,2.78121442e+04,5.39563494e+04,6.66062581e+04,1.05671303e+05,2.76085075e+05,2.76759048e+05,1.78967708e+05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.12721604e+00,9.12721604e+00,9.73244142e+00,1.33423228e+00,1.15349271e+01,3.98252547e+00,NaN,-2.99139870e+01,5.01892757e+00,-7.00431639e+00,6.66896168e+00,2.72727273e+00,1.28205128e+00,-4.45076268e+00,-5.55077284e+00,-2.51020064e+01,1.47559591e+00,7.43997487e-01,8.98940803e+00,-1.81202223e+00,-3.73940803e+00,8.23059197e+00,2.12873586e+00,2.76000000e+00,NaN,NaN,NaN,9.21000000e+00
"2002Q2",5.91273143e+01,5.91273143e+01,1.79900000e+02,4.39000000e+00,7.90000000e+00,7.78000000e+00,6.64515424e+01,1.68800000e+01,7.63000000e+00,2.28625000e+00,8.73950000e+03,2.02481000e+04,4.82278000e+04,3.13579000e+04,5.05770000e+03,2.93970000e+03,8.30030000e+03,5.13261081e+01,NaN,NaN,1.50485597e+02,2.32236300e+04,1.76588000e+04,1.47808168e+04,3.42449175e+04,8.15660250e+04,5.30345414e+04,2.98657231e+04,1.40380129e+04,3.92773294e+04,NaN,5.33153423e+04,5.96247021e+04,6.18744770e+03,1.46309462e+04,6.53263894e+01,1.63212589e+04,2.78499955e+04,6.98889543e+04,6.96683941e+04,1.33513250e+04,2.60270000e+01,3.42338733e-01,1.46962726e+04,2.33236174e+05,2.71937235e+04,5.64574368e+04,6.57798443e+04,1.08068468e+05,2.79471953e+05,2.79445852e+05,1.81625143e+05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.13890755e+00,9.13890755e+00,2.82609616e+00,5.25100955e+00,4.37160968e+00,4.57086477e+00,NaN,-2.71714966e+01,4.16863733e+00,-6.43305831e+00,9.32066478e+00,1.28205128e+00,-2.13836478e+00,-6.18705448e+00,-6.28858382e+00,-6.02274779e+00,1.06741573e+00,8.27686725e-01,8.42468011e+00,-3.14501087e-01,-4.03468011e+00,8.45531989e+00,2.94453974e-01,3.24000000e+00,NaN,NaN,NaN,9.25000000e+00
"2002Q3",5.94497608e+01,5.94497608e+01,1.81000000e+02,4.45000000e+00,7.78000000e+00,7.65000000e+00,6.74175137e+01,1.64900000e+01,7.20000000e+00,1.72500000e+00,8.69940000e+03,1.98195000e+04,4.87572000e+04,3.14503000e+04,4.77010000e+03,3.06790000e+03,8.24040000e+03,5.49169669e+01,NaN,NaN,1.48329409e+02,2.38682620e+04,1.83215000e+04,1.46331960e+04,3.33382334e+04,8.20141231e+04,5.29023155e+04,3.08184588e+04,1.38611155e+04,4.01486258e+04,NaN,5.40097413e+04,5.92631450e+04,7.70317532e+03,1.36750200e+04,3.75614834e+03,1.65478950e+04,2.76111260e+04,7.02861305e+04,6.99202769e+04,1.34222250e+04,2.71410000e+01,3.79409361e-01,1.74311683e+04,2.35616658e+05,2.81167026e+04,5.96867605e+04,6.67170812e+04,1.08391393e+05,2.83462693e+05,2.82902983e+05,1.86912026e+05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.10203318e+00,7.10203318e+00,2.89765231e+00,-7.88369596e-01,3.27413691e+00,4.55651579e+00,NaN,-2.84228446e+01,5.54659650e+00,-5.91300817e+00,1.05055114e+01,-2.13836478e+00,-3.89447236e+00,-7.26186310e+00,-8.34981677e-01,6.64021060e+00,1.51430174e+00,1.24040422e+00,8.16322248e+00,1.84389806e+00,-3.71322248e+00,8.32677752e+00,-1.30621054e+00,2.75000000e+00,NaN,NaN,NaN,9.29000000e+00
"2002Q4",6.02246723e+01,6.02246723e+01,1.80900000e+02,2.22000000e+00,7.65000000e+00,7.91000000e+00,6.94971369e+01,1.62000000e+01,6.91000000e+00,1.44938000e+00,9.99960000e+03,2.16245000e+04,5.14740000e+04,3.25312000e+04,5.46470000e+03,3.11910000e+03,8.16850000e+03,5.56390923e+01,NaN,NaN,1.43890820e+02,2.38611150e+04,1.92947000e+04,1.66038263e+04,3.59063805e+04,8.54699544e+04,5.40164001e+04,3.20378663e+04,1.35633781e+04,3.96201657e+04,NaN,5.31835438e+04,6.28685707e+04,7.05176976e+03,1.44043857e+04,-1.24490856e+01,1.54144097e+04,2.89814120e+04,7.33010876e+04,7.31092176e+04,1.34883500e+04,2.88840000e+01,2.87868212e-01,1.43919366e+04,2.37869017e+05,2.75613174e+04,6.09376053e+04,6.55087204e+04,1.08264540e+05,2.85621737e+05,2.84784870e+05,1.90542082e+05,4.24513238e+00,3.37967246e+00,3.69068527e+00,8.58406358e+00,-1.82810753e-01,8.73626571e-01,1.95893907e+00,6.24731743e+00,6.32632447e+00,6.32632447e+00,-7.52092820e-01,1.11999904e+00,2.50515890e+00,1.03600400e+00,NaN,-1.72280202e+01,-3.61465762e+00,-7.49472410e+00,1.39308757e+01,-3.89447236e+00,0.00000000e+00,-7.43538679e+00,2.51541444e+00,3.79633168e+01,2.37691002e+00,1.69582894e+00,6.64176821e+00,5.19622021e+00,-4.42176821e+00,9.55823179e+00,-1.06918239e+00,4.69000000e+00,NaN,NaN,NaN,9.29000000e+00
"2003Q1",6.16288746e+01,6.16288746e+01,1.84200000e+02,1.41000000e+00,7.91000000e+00,7.92000000e+00,6.75968384e+01,1.56100000e+01,5.84000000e+00,1.28000000e+00,9.47820000e+03,2.19390000e+04,5.20295000e+04,3.28068000e+04,4.53100000e+03,3.13520000e+03,8.62770000e+03,5.55230337e+01,6.81194088e+02,NaN,1.47935913e+02,2.47994320e+04,1.98235000e+04,1.53794793e+04,3.55985732e+04,8.44239009e+04,5.32328397e+04,3.21659289e+04,1.39994444e+04,4.02399560e+04,3.69812209e+02,5.42394003e+04,5.93370907e+04,6.34075425e+03,1.55727970e+04,-4.57510934e+02,1.62704071e+04,2.58490656e+04,7.54312622e+04,7.54069532e+04,1.35444750e+04,3.43210000e+01,1.21755456e-01,1.51152860e+04,2.41093508e+05,2.72831470e+04,6.16346636e+04,6.45539707e+04,1.10291599e+05,2.88907435e+05,2.88104842e+05,1.92436573e+05,4.64435084e+00,4.09952030e+00,4.51306012e+00,1.42306036e+01,-1.90203673e+00,-3.08122295e+00,4.37232861e+00,7.52586314e+00,5.77523879e+00,5.77523879e+00,-4.06823603e+00,9.51289621e-01,2.02379690e+00,1.55622702e+00,NaN,6.66882974e-01,1.34443620e+00,1.16868479e+00,1.25486658e+01,0.00000000e+00,2.53164557e-01,-2.67438026e+00,6.73373848e+00,5.45225339e+01,3.02013423e+00,1.78210121e+00,5.95028527e+00,7.44792383e+00,-4.54028527e+00,9.65971473e+00,-1.82065390e+00,4.43000000e+00,NaN,NaN,NaN,9.77000000e+00
"2003Q2",6.22269607e+01,6.22269607e+01,1.83700000e+02,1.10000000e+00,7.92000000e+00,7.98000000e+00,6.83169106e+01,1.51000000e+01,5.22000000e+00,1.19000000e+00,9.76840000e+03,2.22590000e+04,5.39246000e+04,3.34986000e+04,5.14150000e+03,3.14070000e+03,1.08751000e+04,5.60485705e+01,6.26385835e+02,NaN,1.46376642e+02,2.48743440e+04,1.99073000e+04,1.56980188e+04,3.57706688e+04,8.66579364e+04,5.38329361e+04,3.19914387e+04,1.74765084e+04,3.99735801e+04,3.40983035e+02,5.74500885e+04,6.17870029e+04,6.85440688e+03,1.31144396e+04,7.52488800e+01,1.68735805e+04,2.59475347e+04,7.15348264e+04,7.15835796e+04,1.36104000e+04,2.86290000e+01,-4.25565780e-02,1.31896885e+04,2.43255809e+05,2.79501062e+04,6.01280795e+04,6.51062922e+04,1.08389138e+05,2.90553307e+05,2.90020027e+05,1.94994750e+05,3.96510389e+00,3.78398020e+00,4.29591805e+00,6.50161068e+00,2.78146051e+00,-1.02394893e+00,2.96728737e-01,7.36109947e+00,5.24232562e+00,5.24232562e+00,6.20535423e+00,4.45540950e+00,6.24268666e+00,1.50542402e+00,NaN,2.44941755e+01,1.77265304e+00,7.75526537e+00,7.11757615e+00,2.53164557e-01,2.57069409e+00,-2.73046343e+00,9.20089714e+00,9.99731049e+00,2.11228460e+00,1.94044411e+00,5.74134830e+00,4.09919742e+00,-4.64134830e+00,9.35865170e+00,1.28534704e+00,4.12000000e+00,NaN,NaN,NaN,9.88000000e+00
"2003Q3",6.28250468e+01,6.28250468e+01,1.85200000e+02,1.45000000e+00,7.98000000e+00,8.03000000e+00,6.78599134e+01,1.44700000e+01,4.75000000e+00,1.30000000e+00,1.00479000e+04,2.32303000e+04,5.52762000e+04,3.42289000e+04,5.09270000e+03,3.46080000e+03,1.13448000e+04,5.87321775e+01,6.87989900e+02,NaN,1.47362404e+02,2.76171840e+04,2.02299000e+04,1.59934620e+04,3.69761762e+04,8.79843356e+04,5.44828882e+04,3.22003739e+04,1.80577661e+04,4.39588753e+04,3.71484827e+02,6.20166414e+04,6.15597755e+04,7.06790947e+03,1.30297470e+04,5.32771645e+03,1.68253784e+04,2.73525006e+04,7.18701798e+04,7.18725637e+04,1.37200250e+04,2.90370000e+01,-1.46501843e-01,1.83574635e+04,2.45552440e+05,2.73148404e+04,6.10543746e+04,6.53837757e+04,1.08130513e+05,2.92137356e+05,2.91972314e+05,1.98476302e+05,3.06024853e+00,3.20580969e+00,4.21692681e+00,2.29131911e+00,-2.85190721e+00,-1.99844706e+00,-2.40683133e-01,6.18701548e+00,5.67754352e+00,5.67754352e+00,9.29575498e+00,1.09122243e+01,7.27949309e+00,2.98771929e+00,NaN,3.02764276e+01,9.49036096e+00,1.48249185e+01,4.48405029e+00,2.57069409e+00,4.96732026e+00,-6.51930747e-01,6.94723472e+00,6.98574113e+00,2.32044199e+00,2.21870815e+00,5.45483540e+00,3.39843430e+00,-4.00483540e+00,9.01516460e+00,2.61024241e+00,3.30000000e+00,NaN,NaN,NaN,9.72000000e+00
"2003Q4",6.37507801e+01,6.37507801e+01,1.84300000e+02,1.83000000e+00,8.03000000e+00,8.10000000e+00,6.88189533e+01,1.41100000e+01,4.52000000e+00,1.45688000e+00,1.19244000e+04,2.60511000e+04,5.82816000e+04,3.54442000e+04,5.51550000e+03,3.46720000e+03,1.10367000e+04,6.24435210e+01,7.28001878e+02,NaN,1.45308807e+02,2.78416160e+04,2.02807000e+04,1.87047123e+04,4.08639705e+04,9.14209989e+04,5.55980647e+04,3.18124735e+04,1.73122587e+04,4.36725887e+04,3.95009158e+02,6.09848475e+04,6.45850921e+04,6.89559506e+03,1.35621832e+04,1.29218010e+02,1.52218467e+04,2.96751841e+04,7.42593062e+04,7.44092400e+04,1.38655250e+04,3.20240000e+01,-1.76295326e-01,1.36914012e+04,2.47268961e+05,2.71586657e+04,6.03538392e+04,6.51912126e+04,1.08824285e+05,2.93095575e+05,2.93272337e+05,1.98798515e+05,2.61669087e+00,2.98030818e+00,3.95173139e+00,-9.57973418e-01,-1.46093078e+00,-4.84680189e-01,5.17016005e-01,4.33312865e+00,5.85492228e+00,5.85492228e+00,1.26530230e+01,1.38069891e+01,6.96273276e+00,2.92811924e+00,NaN,2.76397270e+01,1.02281828e+01,1.46686420e+01,-7.03520113e-01,4.96732026e+00,2.40202276e+00,9.85460630e-01,1.22295825e+01,1.08710705e+01,1.87949143e+00,2.79630199e+00,5.98554123e+00,4.76782002e+00,-4.15554123e+00,8.12445877e+00,2.48635842e+00,2.69000000e+00,NaN,NaN,NaN,9.59000000e+00
"2004Q1",6.56750572e+01,6.56750572e+01,1.87400000e+02,1.86000000e+00,8.10000000e+00,7.94000000e+00,6.91236622e+01,1.38900000e+01,4.39000000e+00,1.35125000e+00,1.11709000e+04,2.47773000e+04,5.86212000e+04,3.47789000e+04,4.75530000e+03,3.52480000e+03,1.16790000e+04,6.66612022e+01,6.42698403e+02,NaN,1.44668261e+02,2.85508800e+04,2.05050000e+04,1.70093495e+04,3.77271084e+04,8.92594578e+04,5.29560254e+04,3.12218990e+04,1.77830070e+04,4.34729427e+04,3.42955391e+02,6.12559497e+04,6.12440786e+04,5.95486612e+03,1.49193587e+04,4.61454060e+03,1.75960595e+04,2.66148778e+04,7.66773345e+04,7.68718946e+04,1.40137500e+04,3.58820000e+01,-1.63700158e-01,1.95338993e+04,2.49175949e+05,2.67727775e+04,6.47724524e+04,6.65168650e+04,1.09590097e+05,2.94341647e+05,2.94737278e+05,2.04358304e+05,1.88095274e+00,2.30209113e+00,3.35240905e+00,5.09094827e+00,-1.87064014e+00,3.04070254e+00,-6.36043094e-01,6.19514854e+00,6.56540084e+00,6.56540084e+00,1.05976942e+01,5.97927110e+00,5.72771082e+00,-5.20006563e-01,-7.26228518e+00,2.70265199e+01,8.03427004e+00,1.29362591e+01,-2.93487557e+00,2.40202276e+00,2.52525253e-01,-2.20882950e+00,2.00604467e+01,4.54823577e+00,1.73724213e+00,3.46469686e+00,6.39262032e+00,5.75796582e+00,-4.53262032e+00,7.49737968e+00,2.60992276e+00,2.53000000e+00,NaN,NaN,NaN,9.50000000e+00
"2004Q2",6.68348242e+01,6.68348242e+01,1.89700000e+02,2.26000000e+00,7.94000000e+00,7.90000000e+00,7.08955568e+01,1.38900000e+01,4.44000000e+00,2.46250000e+00,1.10620000e+04,2.43885000e+04,5.92903000e+04,3.56449000e+04,5.12020000e+03,3.48710000e+03,1.12891000e+04,6.60827015e+01,6.47386520e+02,NaN,1.41052563e+02,2.76875740e+04,2.04837000e+04,1.65512517e+04,3.64907072e+04,8.87116869e+04,5.33328252e+04,3.06482440e+04,1.68910447e+04,4.14268674e+04,3.41268592e+02,5.83179120e+04,6.42447590e+04,6.18838639e+03,1.31523355e+04,-1.05126718e+03,1.74149337e+04,2.78494694e+04,7.35009053e+04,7.36395866e+04,1.41592250e+04,3.80150000e+01,-1.62671682e-01,1.21010684e+04,2.51633705e+05,2.61067571e+04,6.36838323e+04,6.70582182e+04,1.11492032e+05,2.96307726e+05,2.96793285e+05,2.03825506e+05,1.98050370e+00,2.33544473e+00,3.44406821e+00,5.91363105e+00,-6.59514185e+00,2.99806036e+00,2.86273472e+00,4.52871437e+00,7.40493105e+00,7.40493105e+00,5.43529040e+00,2.01292965e+00,2.36995088e+00,-9.29005403e-01,8.37453578e-02,-3.35000401e+00,3.63561944e+00,1.51056951e+00,-4.19860683e+00,2.52525253e-01,-1.00250627e+00,-3.63724645e+00,1.79025636e+01,3.27849383e+01,3.26619488e+00,4.03239435e+00,7.07914475e+00,7.76539536e+00,-4.81914475e+00,6.81085525e+00,6.99758245e-01,2.18000000e+00,NaN,NaN,NaN,9.45000000e+00
