"Class[Size] ->","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]"
"2000Q1",NaN,NaN,5.06448929e+01,8.02700000e+01,1.73200000e+01,7.72000000e+00,7.72000000e+00,7.73000000e+00,6.11833515e+01,2.12800000e+01,1.15800000e+01,6.17000000e+00,7.36490000e+03,1.56230000e+04,3.34793000e+04,2.41879000e+04,3.08730000e+03,2.60060000e+03,7.89090000e+03,NaN,NaN,NaN,1.63443155e+02,2.00766320e+04,1.27365000e+04,1.44407631e+04,2.93299911e+04,6.60034203e+04,4.78628554e+04,2.51486365e+04,1.55808405e+04,3.96419676e+04,NaN,5.52228081e+04,1.44407631e+04,2.93299911e+04,6.60034203e+04,4.78628554e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.27545000e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.48300216e+01,5.67175775e+00,2.62521643e+00,9.30981295e+00,NaN,2.28532210e+01,1.10274331e+01,1.41270244e+01,2.89266253e+00,1.06017192e+01,1.06017192e+01,5.02717391e+00,6.08135559e+00,1.90039734e+00,4.64329227e+00,NaN,NaN,NaN,9.49724223e+00,-5.74000000e+00,NaN,NaN,NaN,9.70000000e+00
"2000Q2",NaN,NaN,5.09673393e+01,8.04700000e+01,1.21700000e+01,7.73000000e+00,7.73000000e+00,7.80000000e+00,6.10791817e+01,2.09200000e+01,1.14500000e+01,6.86000000e+00,7.05200000e+03,1.62071000e+04,3.56786000e+04,2.40380000e+04,3.55480000e+03,2.59470000e+03,7.57890000e+03,NaN,NaN,NaN,1.63721905e+02,2.00570310e+04,1.31210000e+04,1.45885392e+04,3.01851667e+04,6.69653541e+04,4.77807811e+04,2.57439375e+04,1.48701111e+04,3.93527135e+04,NaN,5.42228246e+04,1.45885392e+04,3.01851667e+04,6.69653541e+04,4.77807811e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.29185750e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.21516931e+01,7.55766217e+00,2.88156292e+00,4.77401484e+00,NaN,7.14822062e+00,3.96547880e+00,4.81934528e+00,4.40987387e+00,5.02717391e+00,5.02717391e+00,2.57069409e-01,1.63278507e+00,1.74227482e+00,4.77543183e+00,NaN,NaN,NaN,5.42939430e+00,-7.20000000e-01,NaN,NaN,NaN,9.47000000e+00
"2000Q3",NaN,NaN,5.09309340e+01,8.09530000e+01,8.95000000e+00,7.80000000e+00,7.80000000e+00,7.73000000e+00,6.00417297e+01,2.05300000e+01,1.10900000e+01,6.60000000e+00,6.97500000e+03,1.68991000e+04,3.75991000e+04,2.51519000e+04,3.42770000e+03,2.59420000e+03,8.18560000e+03,NaN,NaN,NaN,1.66550831e+02,2.02347600e+04,1.34240000e+04,1.47760920e+04,3.17852838e+04,6.93835094e+04,4.82509625e+04,2.63572625e+04,1.60719613e+04,3.97298035e+04,NaN,5.58017647e+04,1.47760920e+04,3.17852838e+04,6.93835094e+04,4.82509625e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.30445500e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.02105108e+01,1.23492520e+01,5.76326344e+00,3.47453694e+00,NaN,4.30783660e+00,-2.91815845e+00,-9.41677492e-01,5.61207832e+00,2.57069409e-01,2.57069409e-01,7.82268579e-01,-5.83301483e-01,1.84945208e+00,4.56574061e+00,NaN,NaN,NaN,2.90472125e+00,2.14000000e+00,NaN,NaN,NaN,9.44000000e+00
"2000Q4",NaN,NaN,5.20074891e+01,8.12890000e+01,7.81000000e+00,7.73000000e+00,7.73000000e+00,7.70000000e+00,6.17618860e+01,2.00500000e+01,1.09800000e+01,5.41000000e+00,8.21420000e+03,1.86518000e+04,3.94974000e+04,2.64399000e+04,4.04400000e+03,2.64370000e+03,8.62960000e+03,NaN,NaN,NaN,1.61912154e+02,2.04358010e+04,1.41138000e+04,1.44669572e+04,3.29228056e+04,7.14695362e+04,4.87865767e+04,2.71380146e+04,1.65929949e+04,3.92939582e+04,NaN,5.58869530e+04,1.44669572e+04,3.29228056e+04,7.14695362e+04,4.87865767e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.31380500e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.01062416e+00,1.38005242e+01,8.16666895e+00,2.49602429e+00,NaN,5.18537434e+00,-3.64364375e+00,-1.18094033e+00,6.49052957e+00,7.82268579e-01,7.82268579e-01,-2.59067358e-01,-8.96827034e-01,1.87102110e+00,4.07715845e+00,NaN,NaN,NaN,-9.98974386e-04,3.17000000e+00,NaN,NaN,NaN,9.07000000e+00
"2001Q1",NaN,NaN,5.33908883e+01,8.18210000e+01,5.40000000e+00,7.70000000e+00,7.70000000e+00,7.80000000e+00,6.28609277e+01,1.95800000e+01,1.05800000e+01,5.29000000e+00,7.80030000e+03,1.85794000e+04,3.96114000e+04,2.69141000e+04,3.27840000e+03,2.62160000e+03,1.05940000e+04,NaN,NaN,NaN,1.59081330e+02,2.01863200e+04,1.43049000e+04,1.44838472e+04,3.39104797e+04,7.34908703e+04,4.94490109e+04,2.67927739e+04,1.98423370e+04,3.78085487e+04,NaN,5.76508857e+04,1.44838472e+04,3.39104797e+04,7.34908703e+04,4.94490109e+04,5.48324302e+04,6.41857518e+03,1.41066043e+04,1.55602740e+04,2.43351551e+04,7.01137308e+04,1.32090500e+04,1.41066043e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.98350476e-01,1.56170813e+01,1.13440333e+01,3.31395912e+00,NaN,2.73508767e+01,-4.62494416e+00,4.39687461e+00,6.53768031e+00,-2.59067358e-01,-2.59067358e-01,9.05562743e-01,-2.66871052e+00,1.93222873e+00,3.56384021e+00,NaN,NaN,NaN,8.43915661e-01,5.18000000e+00,NaN,NaN,NaN,9.00000000e+00
"2001Q2",NaN,NaN,5.41762014e+01,8.21540000e+01,4.98000000e+00,7.80000000e+00,7.80000000e+00,7.95000000e+00,6.23401493e+01,1.90300000e+01,9.81000000e+00,3.95000000e+00,7.78760000e+03,1.76270000e+04,4.23385000e+04,2.74762000e+04,4.05050000e+03,2.61890000e+03,1.04427000e+04,NaN,NaN,NaN,1.60410267e+02,2.04274200e+04,1.48006000e+04,1.46184136e+04,3.40948384e+04,7.55275600e+04,5.03372178e+04,2.73193757e+04,1.92754378e+04,3.77055229e+04,NaN,5.69809607e+04,1.46184136e+04,3.40948384e+04,7.55275600e+04,5.03372178e+04,5.70711891e+04,6.80586841e+03,1.23310904e+04,1.71476727e+04,2.54528300e+04,6.65191502e+04,1.32417250e+04,1.23310904e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.04779855e-01,1.29522945e+01,1.27860235e+01,5.35034526e+00,NaN,2.96253782e+01,-4.18571035e+00,5.08666983e+00,6.11964724e+00,9.05562743e-01,9.05562743e-01,1.92307692e+00,-2.02272150e+00,2.09270536e+00,2.50143688e+00,NaN,NaN,NaN,8.32004783e-01,4.83000000e+00,NaN,NaN,NaN,9.22000000e+00
"2001Q3",NaN,NaN,5.55075931e+01,8.19390000e+01,4.63000000e+00,7.95000000e+00,7.95000000e+00,7.96000000e+00,6.25217462e+01,1.86500000e+01,8.97000000e+00,2.75000000e+00,7.89380000e+03,1.86523000e+04,4.40808000e+04,2.80851000e+04,4.10740000e+03,2.65590000e+03,1.07492000e+04,NaN,NaN,NaN,1.59944349e+02,2.11144050e+04,1.54803000e+04,1.47499387e+04,3.42005199e+04,7.69251350e+04,5.06403510e+04,2.78886169e+04,1.93652785e+04,3.80387688e+04,NaN,5.74040473e+04,1.47499387e+04,3.42005199e+04,7.69251350e+04,5.06403510e+04,5.68826615e+04,6.78019621e+03,1.25632597e+04,1.56106580e+04,2.72882014e+04,6.62005335e+04,1.32577750e+04,1.25632597e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.76997208e-01,7.59859846e+00,1.08694784e+01,4.95200173e+00,NaN,2.04910725e+01,-4.25633786e+00,2.87138333e+00,5.80999026e+00,1.92307692e+00,1.92307692e+00,2.97542044e+00,-3.96664622e+00,1.21799069e+00,1.63459069e+00,NaN,NaN,NaN,1.94049159e+00,4.34000000e+00,NaN,NaN,NaN,9.68000000e+00
"2001Q4",1.04311733e+01,-1.52117331e+00,5.66413564e+01,8.27020000e+01,4.52000000e+00,7.96000000e+00,7.96000000e+00,7.91000000e+00,6.43297560e+01,1.79000000e+01,8.46000000e+00,1.52000000e+00,9.47590000e+03,2.01126000e+04,4.72282000e+04,3.02819000e+04,4.49150000e+03,2.92500000e+03,9.28150000e+03,NaN,NaN,NaN,1.55449058e+02,2.32830000e+04,1.59278000e+04,1.49837850e+04,3.41117706e+04,7.87840160e+04,5.12963226e+04,2.81204424e+04,1.63864367e+04,4.11060072e+04,NaN,5.74924438e+04,1.49837850e+04,3.41117706e+04,7.87840160e+04,5.12963226e+04,6.06162118e+04,7.60715495e+03,1.31957531e+04,1.66227705e+04,2.91082647e+04,7.11600868e+04,1.32634250e+04,1.31957531e+04,2.29402493e+05,2.76117948e+04,5.21967075e+04,6.49413753e+04,1.06184451e+05,2.73993501e+05,1.75414749e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.91000001e+00,3.57247057e+00,3.61137203e+00,1.02344022e+01,5.14433705e+00,NaN,-1.24485177e+00,4.61152066e+00,2.87274707e+00,3.62011662e+00,2.97542044e+00,2.97542044e+00,2.72727273e+00,-3.99172975e+00,1.73824257e+00,9.54289259e-01,NaN,-5.91117332e+00,7.46882668e+00,2.32517483e+00,3.94000000e+00,NaN,NaN,NaN,9.44000000e+00
"2002Q1",1.09658394e+01,-1.83862335e+00,5.82639900e+01,8.30060000e+01,5.25000000e+00,7.91000000e+00,7.91000000e+00,7.90000000e+00,6.57890419e+01,1.72200000e+01,8.01000000e+00,1.74000000e+00,9.34070000e+03,2.05457000e+04,4.82130000e+04,3.05403000e+04,4.00220000e+03,2.92470000e+03,8.10260000e+03,NaN,NaN,NaN,1.52000998e+02,2.31343770e+04,1.66516000e+04,1.53392574e+04,3.42278448e+04,8.09234944e+04,5.17982158e+04,2.85795738e+04,1.39067029e+04,3.97061324e+04,NaN,5.36128353e+04,1.53392574e+04,3.42278448e+04,8.09234944e+04,5.17982158e+04,5.61125988e+04,6.61892465e+03,1.42985282e+04,1.72251568e+04,2.38220064e+04,7.22102022e+04,1.33073250e+04,1.42985282e+04,2.30682661e+05,2.78121442e+04,5.23886314e+04,6.66062581e+04,1.05671303e+05,2.76089973e+05,1.77399990e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.12721604e+00,5.90596032e+00,9.35891139e-01,1.01136700e+01,4.75076215e+00,NaN,-2.99139870e+01,5.01892757e+00,-7.00431639e+00,6.66896168e+00,2.72727273e+00,2.72727273e+00,1.28205128e+00,-4.45076268e+00,1.44828345e+00,7.43997487e-01,1.06004014e+01,-5.71583939e+00,6.25416061e+00,2.12873586e+00,2.76000000e+00,NaN,NaN,NaN,9.21000000e+00
"2002Q2",1.07696295e+01,-1.63072193e+00,5.91273143e+01,8.34630000e+01,4.39000000e+00,7.90000000e+00,7.90000000e+00,7.78000000e+00,6.64515424e+01,1.68800000e+01,7.63000000e+00,1.73000000e+00,8.73950000e+03,2.02481000e+04,4.82278000e+04,3.13579000e+04,5.05770000e+03,2.93970000e+03,8.30030000e+03,NaN,NaN,NaN,1.50485597e+02,2.32236300e+04,1.76588000e+04,1.54408173e+04,3.46549676e+04,8.17775936e+04,5.23777599e+04,2.98657231e+04,1.40380129e+04,3.92773294e+04,NaN,5.33153423e+04,1.54408173e+04,3.46549676e+04,8.17775936e+04,5.23777599e+04,5.96247021e+04,6.18744770e+03,1.46309462e+04,1.63212589e+04,2.78499955e+04,6.99068960e+04,1.33513250e+04,1.46309462e+04,2.33236174e+05,2.71937235e+04,5.46884872e+04,6.57798443e+04,1.08068468e+05,2.79477719e+05,1.79856193e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.13890756e+00,5.62580691e+00,1.64285620e+00,8.27516946e+00,4.05374421e+00,NaN,-2.71714966e+01,4.16863733e+00,-6.43305831e+00,9.32066478e+00,1.28205128e+00,1.28205128e+00,-2.13836478e+00,-6.18705448e+00,1.59334908e+00,8.27686725e-01,1.00731950e+01,-6.37962948e+00,6.11037052e+00,2.94453974e-01,3.24000000e+00,NaN,NaN,NaN,9.25000000e+00
"2002Q3",9.18055057e+00,-2.07851739e+00,5.94497608e+01,8.39340000e+01,4.45000000e+00,7.78000000e+00,7.78000000e+00,7.65000000e+00,6.74175137e+01,1.64900000e+01,7.20000000e+00,1.85000000e+00,8.69940000e+03,1.98195000e+04,4.87572000e+04,3.14503000e+04,4.77010000e+03,3.06790000e+03,8.24040000e+03,NaN,NaN,NaN,1.48329409e+02,2.38682620e+04,1.83215000e+04,1.55438369e+04,3.45887383e+04,8.24276244e+04,5.29541234e+04,3.08184588e+04,1.38611155e+04,4.01486258e+04,NaN,5.40097413e+04,1.55438369e+04,3.45887383e+04,8.24276244e+04,5.29541234e+04,5.92631450e+04,7.70317532e+03,1.36750200e+04,1.65478950e+04,2.76111260e+04,7.01855610e+04,1.34222250e+04,1.36750200e+04,2.35616658e+05,2.81167026e+04,5.58002475e+04,6.67170812e+04,1.08391393e+05,2.83462746e+05,1.83025513e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.10203318e+00,5.38238309e+00,1.13512418e+00,7.15304479e+00,4.56902917e+00,NaN,-2.84228446e+01,5.54659650e+00,-5.91300817e+00,1.05055114e+01,-2.13836478e+00,-2.13836478e+00,-3.89447236e+00,-7.26186310e+00,2.43473804e+00,1.24040422e+00,9.40771723e+00,-4.73055057e+00,7.30944942e+00,-1.30621054e+00,2.75000000e+00,NaN,NaN,NaN,9.29000000e+00
"2002Q4",8.04580498e+00,-1.71948050e+00,6.02246723e+01,8.41650000e+01,2.22000000e+00,7.65000000e+00,7.65000000e+00,7.91000000e+00,6.94971369e+01,1.62000000e+01,6.91000000e+00,1.16000000e+00,9.99960000e+03,2.16245000e+04,5.14740000e+04,3.25312000e+04,5.46470000e+03,3.11910000e+03,8.16850000e+03,NaN,NaN,NaN,1.43890820e+02,2.38611150e+04,1.92947000e+04,1.55123813e+04,3.46881625e+04,8.29498318e+04,5.30925919e+04,3.20378663e+04,1.35633781e+04,3.96201657e+04,NaN,5.31835438e+04,1.55123813e+04,3.46881625e+04,8.29498318e+04,5.30925919e+04,6.28685707e+04,7.05176976e+03,1.44043857e+04,1.54144097e+04,2.89814120e+04,7.33196758e+04,1.34883500e+04,1.44043857e+04,2.37869017e+05,2.75613174e+04,5.70088801e+04,6.55087204e+04,1.08264540e+05,2.85622335e+05,1.86613357e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.24420060e+00,4.24420060e+00,3.69068527e+00,9.21930292e+00,-1.82810742e-01,8.73626571e-01,1.95893907e+00,6.38407429e+00,6.32632447e+00,3.52778903e+00,1.68971577e+00,5.28764080e+00,3.50175055e+00,NaN,-1.72280202e+01,-3.61465762e+00,-7.49472410e+00,1.39308757e+01,-3.89447236e+00,-3.89447236e+00,0.00000000e+00,-7.43538679e+00,1.76900196e+00,1.69582894e+00,7.93294668e+00,-5.82580498e+00,8.15419502e+00,-1.06918239e+00,4.69000000e+00,NaN,NaN,NaN,9.29000000e+00
"2003Q1",6.68534279e+00,-9.10104002e-01,6.16288746e+01,8.44740000e+01,1.41000000e+00,7.91000000e+00,7.91000000e+00,7.92000000e+00,6.75968384e+01,1.56100000e+01,5.84000000e+00,1.38000000e+00,9.47820000e+03,2.19390000e+04,5.20295000e+04,3.28068000e+04,4.53100000e+03,3.13520000e+03,8.62770000e+03,6.81194088e+02,NaN,NaN,1.47935913e+02,2.47994320e+04,1.98235000e+04,1.53493296e+04,3.47720261e+04,8.33685009e+04,5.32965242e+04,3.21659289e+04,1.39994444e+04,4.02399560e+04,8.06394971e+02,5.42394003e+04,1.53493296e+04,3.47720261e+04,8.33685009e+04,5.32965242e+04,5.93370907e+04,6.34075425e+03,1.55727970e+04,1.62704071e+04,2.58490656e+04,7.54987653e+04,1.35444750e+04,1.55727970e+04,2.41093508e+05,2.72831470e+04,5.82831489e+04,6.45539707e+04,1.10291599e+05,2.88910898e+05,1.89085058e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.64374903e+00,4.64374903e+00,4.51306012e+00,1.12515203e+01,-1.90203673e+00,-3.08122295e+00,4.37232858e+00,6.58684824e+00,5.77523879e+00,6.56625650e-02,1.58987891e+00,3.02138019e+00,2.89258689e+00,NaN,6.66882974e-01,1.34443620e+00,1.16868479e+00,1.25486658e+01,0.00000000e+00,0.00000000e+00,2.53164557e-01,-2.67438026e+00,1.76854685e+00,1.78210121e+00,7.30330038e+00,-5.27534279e+00,8.92465721e+00,-1.82065390e+00,4.43000000e+00,NaN,NaN,NaN,9.77000000e+00
"2003Q2",6.56079578e+00,-1.31847016e+00,6.22269607e+01,8.47380000e+01,1.10000000e+00,7.92000000e+00,7.92000000e+00,7.98000000e+00,6.83169106e+01,1.51000000e+01,5.22000000e+00,1.45000000e+00,9.76840000e+03,2.22590000e+04,5.39246000e+04,3.34986000e+04,5.14150000e+03,3.14070000e+03,1.08751000e+04,6.26385835e+02,NaN,NaN,1.46376642e+02,2.48743440e+04,1.99073000e+04,1.55786301e+04,3.51534640e+04,8.46414787e+04,5.34961229e+04,3.19914387e+04,1.74765084e+04,3.99735801e+04,7.39202996e+02,5.74500885e+04,1.55786301e+04,3.51534640e+04,8.46414787e+04,5.34961229e+04,6.17870029e+04,6.85440688e+03,1.31144396e+04,1.68735805e+04,2.59475347e+04,7.15531161e+04,1.36104000e+04,1.31144396e+04,2.43255809e+05,2.79501062e+04,5.67666423e+04,6.51062923e+04,1.08389138e+05,2.90557118e+05,1.91633313e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,3.96432308e+00,3.96432308e+00,4.29591805e+00,3.79998642e+00,2.78146053e+00,-1.02394893e+00,2.96728709e-01,6.54807577e+00,5.24232562e+00,8.92522798e-01,1.43845582e+00,3.50204129e+00,2.13518670e+00,NaN,2.44941755e+01,1.77265304e+00,7.75526537e+00,7.11757615e+00,2.53164557e-01,2.53164557e-01,2.57069409e+00,-2.73046343e+00,1.52762302e+00,1.94044411e+00,6.49009752e+00,-5.46079578e+00,8.53920422e+00,1.28534704e+00,4.12000000e+00,NaN,NaN,NaN,9.88000000e+00
"2003Q3",6.29485226e+00,-6.17308737e-01,6.28250468e+01,8.51640000e+01,1.45000000e+00,7.98000000e+00,7.98000000e+00,8.03000000e+00,6.78599134e+01,1.44700000e+01,4.75000000e+00,1.17000000e+00,1.00479000e+04,2.32303000e+04,5.52762000e+04,3.42289000e+04,5.09270000e+03,3.46080000e+03,1.13448000e+04,6.87989900e+02,NaN,NaN,1.47362404e+02,2.76171840e+04,2.02299000e+04,1.59186966e+04,3.60629497e+04,8.61340318e+04,5.38912660e+04,3.22003739e+04,1.80577661e+04,4.39588753e+04,8.07841224e+02,6.20166414e+04,1.59186966e+04,3.60629497e+04,8.61340318e+04,5.38912660e+04,6.15597755e+04,7.06790947e+03,1.30297470e+04,1.68253784e+04,2.73525006e+04,7.17672690e+04,1.37200250e+04,1.30297470e+04,2.45552440e+05,2.73148404e+04,5.61213693e+04,6.53837757e+04,1.08130513e+05,2.92138826e+05,1.93543296e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,3.06074796e+00,3.06074796e+00,4.21692681e+00,5.75484616e-01,-2.85190722e+00,-1.99844706e+00,-2.40683087e-01,5.74662158e+00,5.67754352e+00,2.41162908e+00,4.26211369e+00,4.49655981e+00,1.76972553e+00,NaN,3.02764276e+01,9.49036096e+00,1.48249185e+01,4.48405029e+00,2.57069409e+00,2.57069409e+00,4.96732026e+00,-6.51930747e-01,1.46543713e+00,2.21870815e+00,6.24762869e+00,-4.84485226e+00,8.17514774e+00,2.61024241e+00,3.30000000e+00,NaN,NaN,NaN,9.72000000e+00
"2003Q4",5.93446159e+00,-7.95393130e-02,6.37507801e+01,8.55440000e+01,1.83000000e+00,8.03000000e+00,8.03000000e+00,8.10000000e+00,6.88189533e+01,1.41100000e+01,4.52000000e+00,9.40000000e-01,1.19244000e+04,2.60511000e+04,5.82816000e+04,3.54442000e+04,5.51550000e+03,3.46720000e+03,1.10367000e+04,7.28001878e+02,NaN,NaN,1.45308807e+02,2.78416160e+04,2.02807000e+04,1.64439181e+04,3.73023472e+04,8.76217929e+04,5.42866822e+04,3.18124735e+04,1.73122587e+04,4.36725887e+04,8.51026229e+02,6.09848475e+04,1.64439181e+04,3.73023472e+04,8.76217929e+04,5.42866822e+04,6.45850921e+04,6.89559506e+03,1.35621832e+04,1.52218467e+04,2.96751841e+04,7.42780600e+04,1.38655250e+04,1.35621832e+04,2.47268961e+05,2.71586657e+04,5.52791668e+04,6.51912126e+04,1.08824285e+05,2.93097210e+05,1.93723843e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,2.61704863e+00,2.61704863e+00,3.95173140e+00,-3.03411201e+00,-1.46093079e+00,-4.84680189e-01,5.17015978e-01,3.81027729e+00,5.85492228e+00,6.00511802e+00,7.53624419e+00,5.63227319e+00,2.24907143e+00,NaN,2.76397270e+01,1.02281828e+01,1.46686420e+01,-7.03520113e-01,4.96732026e+00,4.96732026e+00,2.40202276e+00,9.85460630e-01,1.63844829e+00,2.79630199e+00,6.07665944e+00,-4.10446159e+00,8.17553841e+00,2.48635842e+00,2.69000000e+00,NaN,NaN,NaN,9.59000000e+00
"2004Q1",5.85846663e+00,7.06934218e-01,6.56750572e+01,8.60460000e+01,1.86000000e+00,8.10000000e+00,8.10000000e+00,7.94000000e+00,6.91236622e+01,1.38900000e+01,4.39000000e+00,1.05000000e+00,1.11709000e+04,2.47773000e+04,5.86212000e+04,3.47789000e+04,4.75530000e+03,3.52480000e+03,1.16790000e+04,6.42698403e+02,NaN,NaN,1.44668261e+02,2.85508800e+04,2.05050000e+04,1.68513857e+04,3.78344810e+04,8.88306822e+04,5.42174786e+04,3.12218990e+04,1.77830070e+04,4.34729427e+04,7.46924207e+02,6.12559497e+04,1.68513857e+04,3.78344810e+04,8.88306822e+04,5.42174786e+04,6.12440786e+04,5.95486612e+03,1.49193587e+04,1.75960595e+04,2.66148778e+04,7.67460552e+04,1.40137500e+04,1.49193587e+04,2.49175949e+05,2.67727775e+04,5.46257285e+04,6.65168650e+04,1.09590097e+05,2.94344500e+05,1.94211581e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.88071901e+00,1.88071901e+00,3.35240908e+00,-6.27526218e+00,-1.87064013e+00,3.04070254e+00,-6.36043058e-01,2.71122551e+00,6.56540084e+00,9.78580888e+00,8.80723725e+00,6.55185262e+00,1.72798218e+00,-7.37489274e+00,2.70265199e+01,8.03427004e+00,1.29362591e+01,-2.93487557e+00,2.40202276e+00,2.40202276e+00,2.52525253e-01,-2.20882950e+00,1.86092762e+00,3.46469686e+00,5.94384241e+00,-3.99846662e+00,8.03153338e+00,2.60992276e+00,2.53000000e+00,NaN,NaN,NaN,9.50000000e+00
"2004Q2",5.95322323e+00,1.45170782e+00,6.68348242e+01,8.65250000e+01,2.26000000e+00,7.94000000e+00,7.94000000e+00,7.90000000e+00,7.08955568e+01,1.38900000e+01,4.44000000e+00,1.38000000e+00,1.10620000e+04,2.43885000e+04,5.92903000e+04,3.56449000e+04,5.12020000e+03,3.48710000e+03,1.12891000e+04,6.47386520e+02,NaN,NaN,1.41052563e+02,2.76875740e+04,2.04837000e+04,1.70646939e+04,3.80144906e+04,8.93441198e+04,5.40924509e+04,3.06482440e+04,1.68910447e+04,4.14268674e+04,7.48207477e+02,5.83179120e+04,1.70646939e+04,3.80144906e+04,8.93441198e+04,5.40924509e+04,6.42447590e+04,6.18838639e+03,1.31523355e+04,1.74149337e+04,2.78494694e+04,7.35197958e+04,1.41592250e+04,1.31523355e+04,2.51633705e+05,2.61067570e+04,5.46636244e+04,6.70582182e+04,1.11492032e+05,2.96311180e+05,1.94805298e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.98035479e+00,1.98035479e+00,3.44406820e+00,-3.70467201e+00,-6.59514186e+00,2.99806036e+00,2.86273475e+00,1.65523650e+00,7.40493104e+00,9.53911715e+00,8.13867621e+00,5.55595338e+00,1.11471263e+00,1.21813371e+00,-3.35000401e+00,3.63561944e+00,1.51056951e+00,-4.19860683e+00,2.52525253e-01,2.52525253e-01,-1.00250627e+00,-3.63724645e+00,2.10885317e+00,4.03239435e+00,6.15146875e+00,-3.69322323e+00,7.93677677e+00,6.99758245e-01,2.18000000e+00,NaN,NaN,NaN,9.45000000e+00
